year,age_group,sex,icd_code,hospitalizations
2022,15-19,Male,F03,1
2022,15-19,Male,F06.7,8
2022,15-19,Male,G31,3
2022,20-24,Female,F06.7,14
2022,20-24,Female,G20,1
2022,20-24,Male,F03,1
2022,20-24,Male,F06.7,8
2022,20-24,Male,G31,2
2022,20-24,Male,G32,1
2022,25-29,Female,F03,2
2022,25-29,Female,F06.7,10
2022,25-29,Female,G20,1
2022,25-29,Female,G31,4
2022,25-29,Female,G32,4
2022,25-29,Male,F06.7,14
2022,25-29,Male,G20,1
2022,25-29,Male,G31,3
2022,25-29,Male,G32,1
2022,30-34,Female,F06.7,17
2022,30-34,Female,G20,1
2022,30-34,Female,G31,6
2022,30-34,Female,G32,2
2022,30-34,Male,F03,1
2022,30-34,Male,F04,1
2022,30-34,Male,F06.7,8
2022,30-34,Male,G20,2
2022,30-34,Male,G30,1
2022,30-34,Male,G31,6
2022,30-34,Male,G32,4
2022,35-39,Female,F03,4
2022,35-39,Female,F06.7,7
2022,35-39,Female,G20,4
2022,35-39,Female,G31,3
2022,35-39,Female,G32,3
2022,35-39,Male,F01,1
2022,35-39,Male,F03,8
2022,35-39,Male,F06.7,9
2022,35-39,Male,G20,8
2022,35-39,Male,G30,1
2022,35-39,Male,G31,11
2022,35-39,Male,G32,4
2022,40-44,Female,F01,1
2022,40-44,Female,F03,2
2022,40-44,Female,F06.7,17
2022,40-44,Female,G20,6
2022,40-44,Female,G31,5
2022,40-44,Female,G32,1
2022,40-44,Male,F03,6
2022,40-44,Male,F06.7,10
2022,40-44,Male,G20,6
2022,40-44,Male,G31,19
2022,40-44,Male,G32,5
2022,45-49,Female,F03,2
2022,45-49,Female,F04,1
2022,45-49,Female,F06.7,4
2022,45-49,Female,G20,6
2022,45-49,Female,G30,1
2022,45-49,Female,G31,8
2022,45-49,Female,G32,1
2022,45-49,Male,F01,1
2022,45-49,Male,F03,7
2022,45-49,Male,F06.7,19
2022,45-49,Male,G20,13
2022,45-49,Male,G30,2
2022,45-49,Male,G31,32
2022,45-49,Male,G32,16
2022,5-9,Female,F06.7,4
2022,5-9,Female,G30,1
2022,5-9,Female,G31,6
2022,5-9,Male,F06.7,4
2022,5-9,Male,G20,1
2022,5-9,Male,G31,10
2022,50-54,Female,F00,2
2022,50-54,Female,F01,4
2022,50-54,Female,F03,14
2022,50-54,Female,F06.7,16
2022,50-54,Female,G20,22
2022,50-54,Female,G30,5
2022,50-54,Female,G31,14
2022,50-54,Female,G32,1
2022,50-54,Male,F01,8
2022,50-54,Male,F02,1
2022,50-54,Male,F03,10
2022,50-54,Male,F04,2
2022,50-54,Male,F06.7,15
2022,50-54,Male,G20,25
2022,50-54,Male,G30,1
2022,50-54,Male,G31,64
2022,50-54,Male,G32,21
2022,55-59,Female,F00,2
2022,55-59,Female,F01,8
2022,55-59,Female,F02,1
2022,55-59,Female,F03,41
2022,55-59,Female,F04,1
2022,55-59,Female,F06.7,23
2022,55-59,Female,G20,63
2022,55-59,Female,G30,12
2022,55-59,Female,G31,19
2022,55-59,Female,G32,5
2022,55-59,Male,F00,1
2022,55-59,Male,F01,17
2022,55-59,Male,F03,55
2022,55-59,Male,F06.7,25
2022,55-59,Male,G20,69
2022,55-59,Male,G30,3
2022,55-59,Male,G31,72
2022,55-59,Male,G32,13
2022,60-64,Female,F00,11
2022,60-64,Female,F01,16
2022,60-64,Female,F02,1
2022,60-64,Female,F03,84
2022,60-64,Female,F06.7,13
2022,60-64,Female,G20,116
2022,60-64,Female,G30,51
2022,60-64,Female,G31,23
2022,60-64,Female,G32,7
2022,60-64,Male,F00,12
2022,60-64,Male,F01,34
2022,60-64,Male,F02,3
2022,60-64,Male,F03,103
2022,60-64,Male,F04,4
2022,60-64,Male,F06.7,29
2022,60-64,Male,G20,168
2022,60-64,Male,G30,50
2022,60-64,Male,G31,71
2022,60-64,Male,G32,22
2022,65-69,Female,F00,25
2022,65-69,Female,F01,44
2022,65-69,Female,F02,8
2022,65-69,Female,F03,152
2022,65-69,Female,F04,2
2022,65-69,Female,F06.7,36
2022,65-69,Female,G20,192
2022,65-69,Female,G30,94
2022,65-69,Female,G31,19
2022,65-69,Female,G32,3
2022,65-69,Male,F00,36
2022,65-69,Male,F01,87
2022,65-69,Male,F02,5
2022,65-69,Male,F03,188
2022,65-69,Male,F04,1
2022,65-69,Male,F06.7,29
2022,65-69,Male,G20,312
2022,65-69,Male,G30,102
2022,65-69,Male,G31,78
2022,65-69,Male,G32,19
2022,70-74,Female,F00,96
2022,70-74,Female,F01,62
2022,70-74,Female,F02,11
2022,70-74,Female,F03,284
2022,70-74,Female,F04,1
2022,70-74,Female,F06.7,23
2022,70-74,Female,G20,340
2022,70-74,Female,G30,262
2022,70-74,Female,G31,21
2022,70-74,Female,G32,2
2022,70-74,Male,F00,56
2022,70-74,Male,F01,103
2022,70-74,Male,F02,12
2022,70-74,Male,F03,315
2022,70-74,Male,F06.7,45
2022,70-74,Male,G20,494
2022,70-74,Male,G30,188
2022,70-74,Male,G31,59
2022,70-74,Male,G32,14
2022,75-79,Female,F00,177
2022,75-79,Female,F01,119
2022,75-79,Female,F02,13
2022,75-79,Female,F03,572
2022,75-79,Female,F06.7,52
2022,75-79,Female,G20,473
2022,75-79,Female,G30,611
2022,75-79,Female,G31,26
2022,75-79,Female,G32,2
2022,75-79,Male,F00,113
2022,75-79,Male,F01,155
2022,75-79,Male,F02,21
2022,75-79,Male,F03,497
2022,75-79,Male,F06.7,54
2022,75-79,Male,G20,612
2022,75-79,Male,G30,375
2022,75-79,Male,G31,68
2022,75-79,Male,G32,5
2022,80+,Female,F00,971
2022,80+,Female,F01,279
2022,80+,Female,F02,29
2022,80+,Female,F03,2765
2022,80+,Female,F04,2
2022,80+,Female,F06.7,174
2022,80+,Female,G20,933
2022,80+,Female,G30,2844
2022,80+,Female,G31,81
2022,80+,Female,G32,3
2022,80+,Male,F00,425
2022,80+,Male,F01,259
2022,80+,Male,F02,36
2022,80+,Male,F03,1583
2022,80+,Male,F04,1
2022,80+,Male,F06.7,110
2022,80+,Male,G20,1073
2022,80+,Male,G30,1332
2022,80+,Male,G31,103
2022,80+,Male,G32,8
2023,0-4,Female,F03,1
2023,0-4,Female,F06.7,1
2023,0-4,Female,G31,23
2023,0-4,Female,G32,2
2023,0-4,Male,F06.7,1
2023,0-4,Male,G31,28
2023,0-4,Male,G32,1
2023,10-14,Female,F03,1
2023,10-14,Female,F06.7,7
2023,10-14,Female,G32,3
2023,10-14,Male,F06.7,6
2023,10-14,Male,G31,8
2023,15-19,Female,F03,1
2023,15-19,Female,F06.7,11
2023,15-19,Female,G30,2
2023,15-19,Male,F06.7,23
2023,15-19,Male,G31,2
2023,20-24,Female,F03,2
2023,20-24,Female,F06.7,16
2023,20-24,Female,G20,1
2023,20-24,Female,G31,2
2023,20-24,Female,G32,1
2023,20-24,Male,F06.7,11
2023,20-24,Male,G20,2
2023,20-24,Male,G31,3
2023,20-24,Male,G32,2
2023,25-29,Female,F06.7,11
2023,25-29,Female,G31,2
2023,25-29,Female,G32,2
2023,25-29,Male,F03,3
2023,25-29,Male,F06.7,11
2023,25-29,Male,G20,1
2023,25-29,Male,G31,2
2023,25-29,Male,G32,1
2023,30-34,Female,F03,3
2023,30-34,Female,F06.7,17
2023,30-34,Female,G20,5
2023,30-34,Female,G30,1
2023,30-34,Female,G31,6
2023,30-34,Female,G32,4
2023,30-34,Male,F01,3
2023,30-34,Male,F06.7,8
2023,30-34,Male,G20,1
2023,30-34,Male,G30,1
2023,30-34,Male,G31,9
2023,30-34,Male,G32,1
2023,35-39,Female,F03,3
2023,35-39,Female,F06.7,10
2023,35-39,Female,G20,3
2023,35-39,Female,G30,2
2023,35-39,Female,G31,2
2023,35-39,Female,G32,5
2023,35-39,Male,F03,4
2023,35-39,Male,F06.7,23
2023,35-39,Male,G20,4
2023,35-39,Male,G31,12
2023,35-39,Male,G32,4
2023,40-44,Female,F01,3
2023,40-44,Female,F03,9
2023,40-44,Female,F06.7,12
2023,40-44,Female,G20,2
2023,40-44,Female,G31,10
2023,40-44,Female,G32,1
2023,40-44,Male,F01,2
2023,40-44,Male,F03,6
2023,40-44,Male,F06.7,12
2023,40-44,Male,G20,5
2023,40-44,Male,G30,1
2023,40-44,Male,G31,25
2023,40-44,Male,G32,4
2023,45-49,Female,F00,2
2023,45-49,Female,F01,5
2023,45-49,Female,F03,9
2023,45-49,Female,F06.7,15
2023,45-49,Female,G20,13
2023,45-49,Female,G30,4
2023,45-49,Female,G31,9
2023,45-49,Female,G32,2
2023,45-49,Male,F01,1
2023,45-49,Male,F02,1
2023,45-49,Male,F03,13
2023,45-49,Male,F04,1
2023,45-49,Male,F06.7,18
2023,45-49,Male,G20,23
2023,45-49,Male,G31,25
2023,45-49,Male,G32,5
2023,5-9,Female,F03,1
2023,5-9,Female,F06.7,7
2023,5-9,Female,G31,10
2023,5-9,Female,G32,2
2023,5-9,Male,F06.7,6
2023,5-9,Male,G20,2
2023,5-9,Male,G30,3
2023,5-9,Male,G31,13
2023,5-9,Male,G32,1
2023,50-54,Female,F00,1
2023,50-54,Female,F01,6
2023,50-54,Female,F03,14
2023,50-54,Female,F06.7,18
2023,50-54,Female,G20,32
2023,50-54,Female,G30,6
2023,50-54,Female,G31,17
2023,50-54,Female,G32,7
2023,50-54,Male,F00,1
2023,50-54,Male,F01,13
2023,50-54,Male,F03,23
2023,50-54,Male,F04,1
2023,50-54,Male,F06.7,23
2023,50-54,Male,G20,41
2023,50-54,Male,G30,2
2023,50-54,Male,G31,58
2023,50-54,Male,G32,17
2023,55-59,Female,F00,1
2023,55-59,Female,F01,14
2023,55-59,Female,F02,1
2023,55-59,Female,F03,37
2023,55-59,Female,F06.7,19
2023,55-59,Female,G20,71
2023,55-59,Female,G30,9
2023,55-59,Female,G31,14
2023,55-59,Female,G32,2
2023,55-59,Male,F00,4
2023,55-59,Male,F01,25
2023,55-59,Male,F02,2
2023,55-59,Male,F03,48
2023,55-59,Male,F04,1
2023,55-59,Male,F06.7,25
2023,55-59,Male,G20,86
2023,55-59,Male,G30,9
2023,55-59,Male,G31,92
2023,55-59,Male,G32,25
2023,60-64,Female,F00,13
2023,60-64,Female,F01,35
2023,60-64,Female,F02,1
2023,60-64,Female,F03,91
2023,60-64,Female,F04,1
2023,60-64,Female,F06.7,34
2023,60-64,Female,G20,130
2023,60-64,Female,G30,37
2023,60-64,Female,G31,23
2023,60-64,Female,G32,6
2023,60-64,Male,F00,14
2023,60-64,Male,F01,49
2023,60-64,Male,F02,4
2023,60-64,Male,F03,89
2023,60-64,Male,F04,1
2023,60-64,Male,F06.7,36
2023,60-64,Male,G20,210
2023,60-64,Male,G30,32
2023,60-64,Male,G31,94
2023,60-64,Male,G32,14
2023,65-69,Female,F00,34
2023,65-69,Female,F01,47
2023,65-69,Female,F02,5
2023,65-69,Female,F03,167
2023,65-69,Female,F04,1
2023,65-69,Female,F06.7,32
2023,65-69,Female,G20,242
2023,65-69,Female,G30,109
2023,65-69,Female,G31,31
2023,65-69,Female,G32,1
2023,65-69,Male,F00,34
2023,65-69,Male,F01,91
2023,65-69,Male,F02,9
2023,65-69,Male,F03,199
2023,65-69,Male,F06.7,46
2023,65-69,Male,G20,348
2023,65-69,Male,G30,113
2023,65-69,Male,G31,63
2023,65-69,Male,G32,15
2023,70-74,Female,F00,87
2023,70-74,Female,F01,76
2023,70-74,Female,F02,8
2023,70-74,Female,F03,365
2023,70-74,Female,F04,1
2023,70-74,Female,F06.7,52
2023,70-74,Female,G20,390
2023,70-74,Female,G30,332
2023,70-74,Female,G31,40
2023,70-74,Female,G32,2
2023,70-74,Male,F00,72
2023,70-74,Male,F01,124
2023,70-74,Male,F02,9
2023,70-74,Male,F03,346
2023,70-74,Male,F04,1
2023,70-74,Male,F06.7,60
2023,70-74,Male,G20,593
2023,70-74,Male,G30,238
2023,70-74,Male,G31,53
2023,70-74,Male,G32,13
2023,75-79,Female,F00,203
2023,75-79,Female,F01,127
2023,75-79,Female,F02,14
2023,75-79,Female,F03,633
2023,75-79,Female,F06.7,56
2023,75-79,Female,G20,584
2023,75-79,Female,G30,694
2023,75-79,Female,G31,26
2023,75-79,Female,G32,1
2023,75-79,Male,F00,158
2023,75-79,Male,F01,193
2023,75-79,Male,F02,17
2023,75-79,Male,F03,540
2023,75-79,Male,F04,1
2023,75-79,Male,F06.7,49
2023,75-79,Male,G20,730
2023,75-79,Male,G30,447
2023,75-79,Male,G31,61
2023,75-79,Male,G32,8
2023,80+,Female,F00,990
2023,80+,Female,F01,358
2023,80+,Female,F02,33
2023,80+,Female,F03,3092
2023,80+,Female,F04,2
2023,80+,Female,F06.7,177
2023,80+,Female,G20,1061
2023,80+,Female,G30,3034
2023,80+,Female,G31,71
2023,80+,Female,G32,1
2023,80+,Male,F00,468
2023,80+,Male,F01,339
2023,80+,Male,F02,31
2023,80+,Male,F03,1650
2023,80+,Male,F04,1
2023,80+,Male,F06.7,102
2023,80+,Male,G20,1151
2023,80+,Male,G30,1466
2023,80+,Male,G31,73
2023,80+,Male,G32,5
2024,0-4,Female,F06.7,5
2024,0-4,Female,G31,24
2024,0-4,Male,F06.7,1
2024,0-4,Male,G31,20
2024,10-14,Female,F06.7,9
2024,10-14,Female,G31,3
2024,10-14,Male,F06.7,12
2024,10-14,Male,G20,1
2024,10-14,Male,G30,2
2024,10-14,Male,G31,8
2024,15-19,Female,F03,1
2024,15-19,Female,F06.7,16
2024,15-19,Female,G20,1
2024,15-19,Female,G31,6
2024,15-19,Male,F06.7,18
2024,15-19,Male,G31,10
2024,15-19,Male,G32,2
2024,20-24,Female,F06.7,12
2024,20-24,Female,G20,2
2024,20-24,Female,G31,3
2024,20-24,Female,G32,1
2024,20-24,Male,F03,1
2024,20-24,Male,F06.7,11
2024,20-24,Male,G20,3
2024,20-24,Male,G31,2
2024,25-29,Female,F01,1
2024,25-29,Female,F06.7,16
2024,25-29,Female,G20,2
2024,25-29,Female,G31,6
2024,25-29,Female,G32,1
2024,25-29,Male,F03,2
2024,25-29,Male,F06.7,7
2024,25-29,Male,G20,3
2024,25-29,Male,G31,4
2024,25-29,Male,G32,1
2024,30-34,Female,F06.7,23
2024,30-34,Female,G20,4
2024,30-34,Female,G31,2
2024,30-34,Female,G32,1
2024,30-34,Male,F01,1
2024,30-34,Male,F03,2
2024,30-34,Male,F06.7,9
2024,30-34,Male,G20,3
2024,30-34,Male,G31,4
2024,30-34,Male,G32,2
2024,35-39,Female,F01,4
2024,35-39,Female,F03,5
2024,35-39,Female,F06.7,17
2024,35-39,Female,G20,2
2024,35-39,Female,G31,9
2024,35-39,Female,G32,8
2024,35-39,Male,F02,1
2024,35-39,Male,F03,1
2024,35-39,Male,F06.7,15
2024,35-39,Male,G20,3
2024,35-39,Male,G31,10
2024,35-39,Male,G32,9
2024,40-44,Female,F01,1
2024,40-44,Female,F03,2
2024,40-44,Female,F06.7,14
2024,40-44,Female,G20,8
2024,40-44,Female,G31,10
2024,40-44,Female,G32,6
2024,40-44,Male,F01,6
2024,40-44,Male,F03,8
2024,40-44,Male,F06.7,15
2024,40-44,Male,G20,8
2024,40-44,Male,G31,15
2024,40-44,Male,G32,8
2024,45-49,Female,F01,2
2024,45-49,Female,F03,11
2024,45-49,Female,F06.7,22
2024,45-49,Female,G20,21
2024,45-49,Female,G30,1
2024,45-49,Female,G31,8
2024,45-49,Female,G32,7
2024,45-49,Male,F01,4
2024,45-49,Male,F03,9
2024,45-49,Male,F06.7,15
2024,45-49,Male,G20,23
2024,45-49,Male,G31,23
2024,45-49,Male,G32,18
2024,5-9,Female,F06.7,3
2024,5-9,Female,G31,11
2024,5-9,Female,G32,1
2024,5-9,Male,F06.7,4
2024,5-9,Male,G31,11
2024,5-9,Male,G32,1
2024,50-54,Female,F00,2
2024,50-54,Female,F01,7
2024,50-54,Female,F03,20
2024,50-54,Female,F06.7,20
2024,50-54,Female,G20,38
2024,50-54,Female,G30,8
2024,50-54,Female,G31,11
2024,50-54,Female,G32,7
2024,50-54,Male,F01,5
2024,50-54,Male,F03,26
2024,50-54,Male,F06.7,15
2024,50-54,Male,G20,45
2024,50-54,Male,G30,2
2024,50-54,Male,G31,36
2024,50-54,Male,G32,15
2024,55-59,Female,F00,4
2024,55-59,Female,F01,8
2024,55-59,Female,F02,1
2024,55-59,Female,F03,32
2024,55-59,Female,F04,2
2024,55-59,Female,F06.7,33
2024,55-59,Female,G20,79
2024,55-59,Female,G30,13
2024,55-59,Female,G31,28
2024,55-59,Female,G32,2
2024,55-59,Male,F00,2
2024,55-59,Male,F01,35
2024,55-59,Male,F02,2
2024,55-59,Male,F03,54
2024,55-59,Male,F04,1
2024,55-59,Male,F06.7,32
2024,55-59,Male,G20,102
2024,55-59,Male,G30,10
2024,55-59,Male,G31,64
2024,55-59,Male,G32,26
2024,60-64,Female,F00,22
2024,60-64,Female,F01,40
2024,60-64,Female,F02,5
2024,60-64,Female,F03,91
2024,60-64,Female,F06.7,36
2024,60-64,Female,G20,154
2024,60-64,Female,G30,53
2024,60-64,Female,G31,30
2024,60-64,Female,G32,4
2024,60-64,Male,F00,18
2024,60-64,Male,F01,58
2024,60-64,Male,F02,3
2024,60-64,Male,F03,115
2024,60-64,Male,F04,2
2024,60-64,Male,F06.7,35
2024,60-64,Male,G20,210
2024,60-64,Male,G30,35
2024,60-64,Male,G31,59
2024,60-64,Male,G32,19
2024,65-69,Female,F00,38
2024,65-69,Female,F01,53
2024,65-69,Female,F02,5
2024,65-69,Female,F03,195
2024,65-69,Female,F06.7,47
2024,65-69,Female,G20,308
2024,65-69,Female,G30,111
2024,65-69,Female,G31,31
2024,65-69,Female,G32,5
2024,65-69,Male,F00,45
2024,65-69,Male,F01,94
2024,65-69,Male,F02,7
2024,65-69,Male,F03,208
2024,65-69,Male,F04,2
2024,65-69,Male,F06.7,58
2024,65-69,Male,G20,427
2024,65-69,Male,G30,126
2024,65-69,Male,G31,70
2024,65-69,Male,G32,26
2024,70-74,Female,F00,98
2024,70-74,Female,F01,67
2024,70-74,Female,F02,5
2024,70-74,Female,F03,324
2024,70-74,Female,F06.7,62
2024,70-74,Female,G20,402
2024,70-74,Female,G30,313
2024,70-74,Female,G31,35
2024,70-74,Female,G32,7
2024,70-74,Male,F00,97
2024,70-74,Male,F01,122
2024,70-74,Male,F02,15
2024,70-74,Male,F03,350
2024,70-74,Male,F04,1
2024,70-74,Male,F06.7,54
2024,70-74,Male,G20,580
2024,70-74,Male,G30,252
2024,70-74,Male,G31,57
2024,70-74,Male,G32,9
2024,75-79,Female,F00,263
2024,75-79,Female,F01,123
2024,75-79,Female,F02,12
2024,75-79,Female,F03,717
2024,75-79,Female,F04,1
2024,75-79,Female,F06.7,56
2024,75-79,Female,G20,617
2024,75-79,Female,G30,760
2024,75-79,Female,G31,37
2024,75-79,Female,G32,2
2024,75-79,Male,F00,169
2024,75-79,Male,F01,206
2024,75-79,Male,F02,27
2024,75-79,Male,F03,638
2024,75-79,Male,F06.7,60
2024,75-79,Male,G20,859
2024,75-79,Male,G30,532
2024,75-79,Male,G31,70
2024,75-79,Male,G32,7
2024,80+,Female,F00,1261
2024,80+,Female,F01,386
2024,80+,Female,F02,40
2024,80+,Female,F03,3330
2024,80+,Female,F04,3
2024,80+,Female,F06.7,233
2024,80+,Female,G20,1192
2024,80+,Female,G30,3638
2024,80+,Female,G31,145
2024,80+,Female,G32,1
2024,80+,Male,F00,602
2024,80+,Male,F01,397
2024,80+,Male,F02,44
2024,80+,Male,F03,1928
2024,80+,Male,F06.7,134
2024,80+,Male,G20,1354
2024,80+,Male,G30,1731
2024,80+,Male,G31,93
2024,80+,Male,G32,6
